,mean,sd,hpd_3%,hpd_97%,mcse_mean,mcse_sd,ess_mean,ess_sd,ess_bulk,ess_tail,r_hat
mu[71],1.04,0.056,0.937,1.146,0.006,0.004,82.0,82.0,82.0,550.0,1.07
mu[72],1.083,0.055,0.985,1.196,0.006,0.004,82.0,82.0,80.0,83.0,1.09
mu[73],1.061,0.058,0.951,1.174,0.008,0.006,55.0,55.0,54.0,264.0,1.11
mu[74],1.03,0.055,0.926,1.136,0.003,0.002,264.0,264.0,264.0,624.0,1.03
mu[75],1.104,0.058,0.998,1.213,0.004,0.003,205.0,205.0,205.0,470.0,1.05
mu[76],1.352,0.062,1.236,1.465,0.004,0.003,202.0,202.0,202.0,415.0,1.04
mu[77],1.188,0.065,1.062,1.303,0.005,0.004,169.0,169.0,169.0,307.0,1.04
mu[78],1.076,0.061,0.961,1.191,0.006,0.004,94.0,94.0,93.0,237.0,1.08
mu[79],1.063,0.055,0.954,1.163,0.005,0.003,127.0,127.0,127.0,261.0,1.05
mu[80],1.028,0.055,0.924,1.13,0.004,0.003,164.0,164.0,169.0,398.0,1.05
mu[81],1.321,0.059,1.205,1.425,0.007,0.005,62.0,62.0,67.0,94.0,1.09
mu[82],1.227,0.059,1.116,1.342,0.007,0.005,79.0,79.0,79.0,342.0,1.08
mu[83],1.051,0.058,0.948,1.169,0.006,0.004,106.0,106.0,107.0,162.0,1.06
mu[84],1.133,0.056,1.027,1.232,0.008,0.006,45.0,45.0,46.0,145.0,1.13
mu[85],1.036,0.062,0.922,1.149,0.006,0.005,96.0,94.0,97.0,248.0,1.06
mu[86],1.127,0.058,1.019,1.239,0.004,0.003,261.0,261.0,260.0,375.0,1.03
mu[87],1.104,0.059,0.99,1.21,0.006,0.005,87.0,86.0,89.0,462.0,1.07
mu[88],1.078,0.063,0.953,1.188,0.006,0.004,110.0,110.0,113.0,249.0,1.07
mu[89],1.135,0.063,1.016,1.26,0.006,0.004,111.0,111.0,109.0,102.0,1.06
mu[90],1.099,0.058,0.993,1.208,0.01,0.007,37.0,37.0,36.0,172.0,1.16
mu[91],1.06,0.049,0.973,1.159,0.006,0.004,75.0,74.0,75.0,272.0,1.08
mu[92],1.182,0.063,1.066,1.299,0.01,0.007,43.0,43.0,43.0,49.0,1.13
mu[93],1.253,0.061,1.136,1.365,0.006,0.004,102.0,102.0,101.0,464.0,1.06
mu[94],1.064,0.06,0.953,1.176,0.008,0.005,60.0,60.0,60.0,320.0,1.11
mu[95],1.036,0.056,0.931,1.139,0.005,0.004,122.0,122.0,123.0,427.0,1.05
mu[96],1.179,0.058,1.067,1.288,0.004,0.003,208.0,207.0,208.0,543.0,1.05
mu[97],1.035,0.061,0.92,1.15,0.005,0.004,140.0,140.0,138.0,288.0,1.05
mu[98],1.042,0.055,0.942,1.15,0.005,0.003,134.0,131.0,142.0,263.0,1.05
mu[99],1.067,0.058,0.957,1.174,0.007,0.005,74.0,72.0,77.0,122.0,1.07
mu[100],1.172,0.063,1.056,1.295,0.005,0.004,152.0,152.0,158.0,124.0,1.03
mu[101],1.073,0.063,0.952,1.186,0.007,0.005,84.0,84.0,86.0,379.0,1.07
mu[102],1.163,0.06,1.046,1.277,0.006,0.004,93.0,93.0,92.0,224.0,1.07
mu[103],1.048,0.06,0.941,1.169,0.008,0.006,56.0,54.0,57.0,102.0,1.11
mu[104],1.045,0.059,0.922,1.148,0.004,0.003,190.0,190.0,191.0,274.0,1.05
mu[105],1.065,0.061,0.955,1.185,0.007,0.005,75.0,72.0,80.0,139.0,1.08
mu[106],1.447,0.069,1.316,1.575,0.005,0.003,219.0,219.0,219.0,190.0,1.05
mu[107],1.035,0.061,0.926,1.149,0.005,0.004,142.0,142.0,144.0,358.0,1.06
mu[108],1.138,0.058,1.029,1.249,0.005,0.003,142.0,142.0,143.0,331.0,1.05
mu[109],1.29,0.06,1.178,1.399,0.006,0.004,101.0,101.0,102.0,366.0,1.09
mu[110],1.086,0.063,0.97,1.204,0.007,0.005,82.0,81.0,78.0,264.0,1.08
mu[111],1.027,0.06,0.913,1.143,0.006,0.004,104.0,104.0,104.0,358.0,1.07
mu[112],1.167,0.06,1.057,1.279,0.007,0.005,82.0,82.0,85.0,270.0,1.07
mu[113],1.085,0.058,0.974,1.192,0.008,0.006,48.0,47.0,48.0,223.0,1.13
mu[114],1.05,0.058,0.938,1.154,0.004,0.003,183.0,182.0,185.0,216.0,1.04
mu[115],1.277,0.062,1.161,1.392,0.007,0.005,82.0,82.0,83.0,362.0,1.08
mu[116],1.208,0.058,1.098,1.315,0.005,0.003,157.0,155.0,158.0,208.0,1.06
mu[117],1.352,0.066,1.227,1.476,0.005,0.003,216.0,216.0,219.0,564.0,1.03
mu[118],1.137,0.06,1.026,1.257,0.006,0.004,111.0,111.0,111.0,278.0,1.06
mu[119],1.173,0.063,1.052,1.292,0.007,0.005,94.0,94.0,93.0,123.0,1.07
mu[120],2.715,0.073,2.58,2.857,0.002,0.002,973.0,967.0,977.0,1549.0,1.02
mu[121],1.289,0.064,1.17,1.411,0.006,0.004,128.0,128.0,128.0,494.0,1.06
mu[122],1.04,0.053,0.944,1.141,0.005,0.003,117.0,117.0,118.0,411.0,1.05
mu[123],1.076,0.059,0.971,1.191,0.008,0.005,59.0,59.0,60.0,87.0,1.09
mu[124],1.049,0.061,0.939,1.163,0.007,0.005,67.0,67.0,68.0,312.0,1.09
mu[125],1.042,0.056,0.933,1.145,0.005,0.004,128.0,128.0,126.0,284.0,1.07
mu[126],1.056,0.055,0.954,1.158,0.005,0.004,114.0,114.0,113.0,237.0,1.07
mu[127],1.198,0.06,1.082,1.309,0.005,0.003,150.0,150.0,150.0,396.0,1.05
mu[128],1.074,0.058,0.967,1.185,0.008,0.006,48.0,48.0,48.0,104.0,1.15
mu[129],1.108,0.064,0.985,1.226,0.005,0.004,144.0,144.0,144.0,270.0,1.05
mu[130],1.049,0.051,0.948,1.141,0.004,0.003,168.0,168.0,168.0,430.0,1.06
mu[131],1.021,0.055,0.915,1.123,0.003,0.002,251.0,251.0,252.0,624.0,1.02
mu[132],1.02,0.054,0.919,1.122,0.004,0.003,147.0,142.0,159.0,425.0,1.05
mu[133],1.093,0.063,0.981,1.221,0.012,0.008,29.0,29.0,29.0,67.0,1.2
mu[134],1.568,0.066,1.448,1.692,0.005,0.004,163.0,163.0,164.0,338.0,1.04
mu[135],1.089,0.064,0.964,1.208,0.007,0.005,93.0,93.0,95.0,207.0,1.07
mu[136],1.057,0.058,0.948,1.167,0.007,0.005,73.0,72.0,72.0,135.0,1.08
mu[137],1.064,0.063,0.945,1.185,0.006,0.004,101.0,101.0,101.0,185.0,1.07
mu[138],1.061,0.057,0.955,1.163,0.004,0.003,174.0,174.0,175.0,535.0,1.05
mu[139],1.324,0.064,1.209,1.447,0.005,0.003,201.0,201.0,202.0,551.0,1.04
mu[140],1.072,0.06,0.964,1.184,0.007,0.005,73.0,73.0,72.0,122.0,1.08
mu[141],1.051,0.058,0.947,1.161,0.008,0.006,49.0,49.0,49.0,258.0,1.13
mu[142],1.044,0.06,0.935,1.16,0.006,0.004,100.0,99.0,100.0,276.0,1.08
mu[143],1.15,0.059,1.04,1.258,0.005,0.004,118.0,118.0,122.0,350.0,1.07
mu[144],1.186,0.062,1.074,1.303,0.009,0.007,42.0,41.0,41.0,135.0,1.14
mu[145],1.059,0.059,0.949,1.172,0.004,0.003,175.0,175.0,175.0,581.0,1.04
mu[146],1.176,0.064,1.051,1.291,0.009,0.006,52.0,52.0,52.0,207.0,1.1
mu[147],1.117,0.065,1.002,1.242,0.007,0.005,89.0,87.0,90.0,297.0,1.07
mu[148],1.063,0.054,0.962,1.167,0.007,0.005,57.0,57.0,57.0,197.0,1.1
mu[149],1.243,0.062,1.128,1.358,0.005,0.004,144.0,144.0,144.0,214.0,1.07
mu[150],1.051,0.054,0.952,1.156,0.004,0.003,190.0,190.0,189.0,345.0,1.03
mu[151],1.053,0.059,0.946,1.161,0.007,0.005,80.0,80.0,80.0,90.0,1.1
mu[152],1.016,0.056,0.908,1.119,0.005,0.003,132.0,132.0,132.0,209.0,1.06
mu[153],1.231,0.064,1.112,1.349,0.005,0.003,187.0,187.0,187.0,418.0,1.03
mu[154],1.029,0.059,0.922,1.143,0.008,0.005,62.0,60.0,67.0,167.0,1.08
mu[155],1.321,0.061,1.208,1.436,0.004,0.003,212.0,212.0,212.0,394.0,1.02
mu[156],1.311,0.061,1.195,1.422,0.004,0.002,296.0,296.0,292.0,313.0,1.02
mu[157],1.153,0.059,1.04,1.261,0.004,0.003,218.0,217.0,218.0,478.0,1.06
mu[158],1.029,0.059,0.922,1.138,0.005,0.003,143.0,143.0,143.0,591.0,1.05
mu[159],1.039,0.059,0.92,1.154,0.008,0.005,62.0,62.0,64.0,57.0,1.11
mu[160],1.298,0.061,1.182,1.411,0.006,0.004,101.0,101.0,101.0,371.0,1.08
mu[161],1.028,0.059,0.915,1.135,0.006,0.004,95.0,94.0,96.0,324.0,1.08
mu[162],1.249,0.069,1.127,1.389,0.013,0.009,30.0,29.0,31.0,33.0,1.18
mu[163],1.042,0.06,0.936,1.169,0.006,0.004,107.0,107.0,109.0,111.0,1.05
mu[164],1.027,0.057,0.915,1.13,0.004,0.003,227.0,227.0,226.0,465.0,1.04
mu[165],1.404,0.063,1.291,1.53,0.005,0.003,172.0,172.0,172.0,314.0,1.03
mu[166],1.151,0.06,1.038,1.27,0.005,0.004,147.0,147.0,148.0,316.0,1.07
mu[167],1.157,0.06,1.05,1.271,0.006,0.004,95.0,95.0,98.0,427.0,1.07
mu[168],1.087,0.063,0.972,1.201,0.008,0.005,67.0,67.0,67.0,442.0,1.09
mu[169],1.133,0.061,1.018,1.245,0.008,0.006,52.0,52.0,53.0,91.0,1.12
mu[170],1.451,0.063,1.336,1.57,0.005,0.003,172.0,172.0,171.0,451.0,1.04
mu[171],1.04,0.053,0.938,1.141,0.005,0.004,115.0,114.0,117.0,168.0,1.04
mu[172],1.213,0.061,1.099,1.332,0.005,0.003,167.0,165.0,167.0,304.0,1.05
mu[173],1.298,0.06,1.188,1.414,0.006,0.004,99.0,96.0,103.0,449.0,1.06
mu[174],1.028,0.06,0.913,1.14,0.003,0.002,303.0,303.0,302.0,590.0,1.02
mu[175],1.101,0.061,0.991,1.214,0.009,0.007,44.0,43.0,44.0,175.0,1.13
mu[176],1.091,0.057,0.983,1.198,0.004,0.003,235.0,235.0,234.0,548.0,1.02
mu[177],1.068,0.056,0.967,1.175,0.006,0.004,84.0,84.0,90.0,157.0,1.07
mu[178],1.05,0.058,0.942,1.157,0.006,0.004,106.0,104.0,109.0,238.0,1.07
mu[179],1.081,0.054,0.979,1.183,0.004,0.003,159.0,159.0,159.0,363.0,1.04
mu[180],1.04,0.06,0.931,1.152,0.006,0.004,90.0,90.0,92.0,134.0,1.07
mu[181],1.164,0.063,1.053,1.288,0.008,0.006,57.0,57.0,57.0,304.0,1.1
mu[182],1.056,0.054,0.964,1.164,0.006,0.004,82.0,82.0,83.0,194.0,1.08
mu[183],1.047,0.059,0.937,1.16,0.007,0.005,70.0,70.0,70.0,227.0,1.1
mu[184],1.03,0.056,0.923,1.135,0.005,0.003,137.0,137.0,139.0,436.0,1.06
mu[185],1.059,0.064,0.941,1.177,0.006,0.004,134.0,134.0,134.0,438.0,1.06
mu[186],1.072,0.057,0.971,1.184,0.004,0.003,204.0,204.0,203.0,403.0,1.02
mu[187],1.213,0.067,1.092,1.338,0.008,0.005,78.0,78.0,86.0,110.0,1.1
mu[188],1.044,0.061,0.93,1.155,0.005,0.003,158.0,158.0,158.0,390.0,1.04
mu[189],1.03,0.057,0.928,1.143,0.004,0.003,218.0,213.0,225.0,609.0,1.05
mu[190],1.048,0.063,0.926,1.167,0.004,0.003,204.0,204.0,205.0,272.0,1.04
mu[191],1.121,0.061,1.007,1.234,0.005,0.004,126.0,126.0,127.0,370.0,1.04
mu[192],1.049,0.059,0.941,1.165,0.005,0.004,120.0,120.0,120.0,231.0,1.07
mu[193],1.087,0.059,0.976,1.202,0.004,0.003,209.0,209.0,209.0,351.0,1.04
mu[194],1.04,0.056,0.933,1.14,0.005,0.004,120.0,120.0,121.0,253.0,1.06
mu[195],1.191,0.063,1.077,1.311,0.009,0.007,45.0,45.0,45.0,108.0,1.12
mu[196],1.066,0.057,0.963,1.169,0.005,0.004,115.0,115.0,115.0,314.0,1.07
mu[197],1.122,0.063,1.003,1.237,0.005,0.004,133.0,133.0,132.0,285.0,1.05
mu[198],1.037,0.062,0.921,1.15,0.007,0.005,73.0,66.0,84.0,71.0,1.1
mu[199],1.028,0.063,0.909,1.144,0.005,0.004,144.0,144.0,143.0,233.0,1.05
mu[200],1.095,0.059,0.989,1.211,0.004,0.003,199.0,199.0,200.0,485.0,1.03
mu[201],1.111,0.055,1.007,1.212,0.005,0.004,113.0,113.0,113.0,273.0,1.05
mu[202],1.029,0.061,0.919,1.147,0.005,0.004,139.0,139.0,141.0,175.0,1.04
mu[203],1.066,0.058,0.957,1.178,0.006,0.004,85.0,85.0,83.0,194.0,1.08
mu[204],1.031,0.058,0.923,1.142,0.005,0.004,121.0,121.0,121.0,213.0,1.06
mu[205],1.098,0.063,0.984,1.219,0.005,0.004,159.0,159.0,159.0,325.0,1.04
mu[206],1.118,0.059,1.007,1.224,0.005,0.003,162.0,162.0,163.0,359.0,1.05
mu[207],1.038,0.058,0.932,1.15,0.004,0.003,203.0,201.0,205.0,345.0,1.06
mu[208],1.074,0.056,0.971,1.188,0.006,0.005,78.0,77.0,81.0,247.0,1.07
mu[209],1.042,0.061,0.927,1.157,0.005,0.003,175.0,173.0,176.0,489.0,1.05
mu[210],1.035,0.055,0.933,1.136,0.004,0.003,229.0,229.0,230.0,481.0,1.03
mu[211],1.009,0.06,0.893,1.114,0.007,0.005,84.0,84.0,85.0,206.0,1.08
mu[212],1.076,0.055,0.97,1.175,0.006,0.004,93.0,93.0,96.0,286.0,1.07
mu[213],1.088,0.061,0.976,1.207,0.006,0.005,92.0,91.0,93.0,204.0,1.07
mu[214],1.272,0.06,1.16,1.384,0.005,0.004,128.0,128.0,123.0,262.0,1.07
mu[215],1.066,0.059,0.953,1.173,0.009,0.006,42.0,42.0,42.0,64.0,1.14
mu[216],1.063,0.059,0.958,1.176,0.006,0.004,109.0,109.0,108.0,282.0,1.06
mu[217],1.061,0.057,0.951,1.163,0.007,0.005,70.0,70.0,72.0,340.0,1.09
mu[218],1.125,0.057,1.014,1.229,0.005,0.004,116.0,116.0,117.0,210.0,1.06
mu[219],1.072,0.052,0.975,1.173,0.004,0.003,170.0,170.0,168.0,422.0,1.06
mu[220],1.243,0.069,1.11,1.381,0.012,0.008,34.0,34.0,34.0,121.0,1.2
mu[221],1.302,0.063,1.189,1.422,0.009,0.007,46.0,46.0,45.0,269.0,1.13
mu[222],1.102,0.06,0.994,1.217,0.007,0.005,74.0,73.0,74.0,232.0,1.08
mu[223],1.032,0.054,0.928,1.133,0.004,0.003,190.0,190.0,190.0,365.0,1.04
mu[224],1.081,0.059,0.962,1.186,0.006,0.004,91.0,91.0,89.0,277.0,1.08
mu[225],1.306,0.063,1.195,1.43,0.004,0.003,210.0,210.0,212.0,444.0,1.04
mu[226],1.142,0.061,1.029,1.258,0.007,0.005,85.0,85.0,86.0,207.0,1.09
mu[227],1.05,0.056,0.946,1.159,0.004,0.003,240.0,240.0,238.0,495.0,1.03
mu[228],1.059,0.061,0.947,1.176,0.006,0.004,97.0,96.0,100.0,272.0,1.07
mu[229],1.063,0.058,0.957,1.172,0.005,0.003,164.0,162.0,166.0,647.0,1.05
mu[230],1.195,0.061,1.081,1.307,0.006,0.004,102.0,102.0,102.0,339.0,1.07
mu[231],1.061,0.062,0.953,1.183,0.008,0.005,65.0,65.0,65.0,360.0,1.09
mu[232],1.71,0.072,1.584,1.852,0.008,0.006,80.0,80.0,81.0,357.0,1.06
mu[233],1.156,0.066,1.032,1.284,0.008,0.006,67.0,67.0,68.0,136.0,1.1
mu[234],1.019,0.061,0.905,1.138,0.01,0.007,36.0,36.0,37.0,175.0,1.16
mu[235],1.382,0.068,1.255,1.511,0.006,0.004,117.0,117.0,118.0,132.0,1.07
mu[236],1.07,0.059,0.953,1.177,0.005,0.004,119.0,117.0,123.0,142.0,1.04
mu[237],1.106,0.061,0.983,1.213,0.011,0.008,29.0,29.0,30.0,131.0,1.21
mu[238],1.224,0.062,1.11,1.345,0.004,0.003,292.0,292.0,294.0,659.0,1.02
mu[239],1.058,0.059,0.955,1.173,0.009,0.006,43.0,43.0,43.0,155.0,1.15
mu[240],1.346,0.069,1.204,1.463,0.013,0.009,30.0,30.0,31.0,69.0,1.18
mu[241],1.131,0.059,1.023,1.245,0.004,0.003,197.0,197.0,198.0,442.0,1.03
mu[242],1.22,0.058,1.116,1.335,0.003,0.002,290.0,290.0,290.0,534.0,1.03
mu[243],1.106,0.06,0.993,1.218,0.005,0.003,171.0,171.0,171.0,394.0,1.03
mu[244],1.071,0.055,0.971,1.174,0.003,0.002,252.0,252.0,252.0,421.0,1.03
mu[245],1.09,0.06,0.978,1.204,0.005,0.003,174.0,172.0,176.0,293.0,1.05
mu[246],1.022,0.058,0.911,1.128,0.008,0.006,56.0,56.0,55.0,222.0,1.11
mu[247],1.048,0.059,0.938,1.154,0.006,0.004,93.0,93.0,87.0,346.0,1.07
mu[248],1.249,0.066,1.127,1.372,0.012,0.008,32.0,31.0,33.0,66.0,1.17
mu[249],1.294,0.064,1.167,1.411,0.007,0.005,73.0,72.0,72.0,246.0,1.1
mu[250],1.07,0.059,0.958,1.177,0.005,0.003,161.0,161.0,162.0,577.0,1.05
mu[251],1.1,0.06,0.991,1.212,0.005,0.004,130.0,129.0,130.0,529.0,1.05
mu[252],1.253,0.063,1.138,1.376,0.007,0.005,85.0,84.0,85.0,117.0,1.08
mu[253],1.098,0.056,0.992,1.205,0.006,0.004,95.0,95.0,94.0,334.0,1.07
mu[254],1.054,0.061,0.949,1.176,0.006,0.004,101.0,97.0,101.0,308.0,1.06
mu[255],1.295,0.056,1.191,1.402,0.004,0.003,166.0,166.0,167.0,353.0,1.04
mu[256],1.114,0.058,1.011,1.235,0.005,0.004,111.0,107.0,120.0,120.0,1.05
mu[257],1.049,0.062,0.938,1.163,0.011,0.008,29.0,29.0,30.0,187.0,1.2
mu[258],1.077,0.06,0.963,1.188,0.006,0.005,87.0,87.0,86.0,102.0,1.08
mu[259],1.01,0.056,0.91,1.113,0.006,0.004,89.0,88.0,93.0,557.0,1.08
mu[260],1.104,0.066,0.976,1.231,0.012,0.009,30.0,30.0,31.0,35.0,1.17
mu[261],1.036,0.059,0.928,1.148,0.008,0.006,57.0,57.0,57.0,103.0,1.11
mu[262],1.053,0.059,0.94,1.16,0.009,0.006,46.0,46.0,46.0,139.0,1.12
mu[263],1.094,0.058,0.983,1.2,0.006,0.004,95.0,95.0,94.0,190.0,1.09
mu[264],1.103,0.06,0.99,1.216,0.004,0.003,204.0,204.0,204.0,367.0,1.03
mu[265],1.116,0.057,1.009,1.22,0.005,0.003,144.0,137.0,140.0,400.0,1.07
mu[266],1.101,0.061,0.987,1.21,0.006,0.004,114.0,114.0,117.0,316.0,1.08
mu[267],1.097,0.062,0.98,1.204,0.005,0.004,149.0,149.0,149.0,508.0,1.06
mu[268],1.054,0.059,0.949,1.17,0.005,0.004,115.0,115.0,117.0,143.0,1.06
mu[269],1.109,0.061,0.994,1.219,0.009,0.007,43.0,43.0,43.0,69.0,1.15
mu[270],1.401,0.062,1.285,1.516,0.007,0.005,81.0,81.0,82.0,394.0,1.08
mu[271],1.038,0.06,0.933,1.152,0.005,0.003,160.0,159.0,162.0,437.0,1.04
mu[272],1.049,0.059,0.938,1.153,0.006,0.004,104.0,104.0,106.0,334.0,1.07
mu[273],1.081,0.054,0.981,1.182,0.007,0.005,63.0,63.0,62.0,409.0,1.1
mu[274],1.257,0.063,1.143,1.378,0.004,0.003,227.0,227.0,227.0,466.0,1.04
mu[275],1.021,0.06,0.909,1.135,0.006,0.004,102.0,102.0,103.0,306.0,1.07
mu[276],1.221,0.063,1.103,1.34,0.005,0.004,159.0,159.0,160.0,288.0,1.03
mu[277],1.036,0.058,0.928,1.147,0.005,0.004,130.0,130.0,130.0,401.0,1.05
mu[278],1.112,0.059,0.997,1.224,0.006,0.004,90.0,90.0,89.0,322.0,1.07
mu[279],1.144,0.062,1.029,1.255,0.01,0.007,39.0,39.0,37.0,109.0,1.15
mu[280],1.031,0.062,0.922,1.157,0.01,0.007,36.0,36.0,36.0,196.0,1.16
mu[281],1.017,0.057,0.908,1.128,0.004,0.003,217.0,217.0,215.0,517.0,1.04
mu[282],1.124,0.057,1.017,1.235,0.004,0.003,174.0,174.0,175.0,307.0,1.03
mu[283],1.444,0.063,1.329,1.565,0.005,0.003,189.0,187.0,192.0,400.0,1.02
mu[284],1.296,0.066,1.18,1.423,0.005,0.004,154.0,151.0,160.0,325.0,1.05
mu[285],1.157,0.058,1.051,1.267,0.007,0.005,77.0,77.0,73.0,282.0,1.09
mu[286],1.085,0.059,0.977,1.194,0.009,0.007,40.0,40.0,41.0,123.0,1.14
mu[287],1.091,0.056,0.981,1.189,0.007,0.005,66.0,66.0,67.0,247.0,1.09
mu[288],1.063,0.059,0.949,1.173,0.006,0.004,105.0,105.0,106.0,207.0,1.06
mu[289],1.022,0.057,0.919,1.128,0.008,0.006,53.0,53.0,54.0,235.0,1.11
mu[290],1.265,0.065,1.145,1.383,0.007,0.005,94.0,94.0,96.0,469.0,1.06
mu[291],1.221,0.059,1.096,1.323,0.008,0.006,51.0,51.0,54.0,89.0,1.11
mu[292],1.127,0.057,1.019,1.235,0.004,0.003,198.0,194.0,199.0,465.0,1.05
mu[293],1.219,0.062,1.103,1.333,0.007,0.005,82.0,82.0,83.0,224.0,1.09
mu[294],1.109,0.056,1.011,1.222,0.004,0.003,232.0,232.0,232.0,600.0,1.04
mu[295],1.106,0.059,0.998,1.221,0.005,0.004,138.0,138.0,139.0,375.0,1.03
mu[296],1.04,0.06,0.921,1.152,0.007,0.005,75.0,75.0,73.0,101.0,1.08
mu[297],1.064,0.06,0.951,1.176,0.009,0.007,43.0,43.0,44.0,188.0,1.12
mu[298],1.244,0.061,1.127,1.36,0.008,0.006,55.0,54.0,55.0,142.0,1.1
mu[299],1.216,0.069,1.09,1.348,0.003,0.002,402.0,402.0,402.0,1008.0,1.01
mu[300],1.048,0.065,0.924,1.166,0.011,0.007,38.0,38.0,38.0,78.0,1.17
mu[301],1.094,0.057,0.987,1.199,0.008,0.006,47.0,47.0,47.0,115.0,1.12
mu[302],1.054,0.059,0.947,1.175,0.014,0.01,19.0,19.0,20.0,26.0,1.31
mu[303],1.047,0.051,0.95,1.146,0.005,0.003,111.0,110.0,112.0,177.0,1.07
mu[304],1.175,0.063,1.065,1.297,0.006,0.005,97.0,97.0,97.0,241.0,1.09
mu[305],1.057,0.055,0.954,1.159,0.005,0.003,137.0,137.0,135.0,336.0,1.05
mu[306],1.049,0.061,0.933,1.158,0.006,0.004,123.0,123.0,125.0,368.0,1.07
mu[307],1.081,0.058,0.978,1.196,0.005,0.003,153.0,153.0,155.0,359.0,1.05
mu[308],1.229,0.065,1.106,1.35,0.009,0.006,58.0,58.0,58.0,376.0,1.1
mu[309],1.126,0.057,1.016,1.234,0.006,0.004,90.0,87.0,91.0,148.0,1.06
mu[310],1.158,0.062,1.039,1.274,0.006,0.004,116.0,116.0,115.0,303.0,1.07
mu[311],1.075,0.057,0.965,1.177,0.009,0.006,40.0,40.0,41.0,84.0,1.14
mu[312],1.058,0.063,0.943,1.178,0.01,0.007,43.0,42.0,43.0,131.0,1.13
mu[313],1.139,0.061,1.029,1.253,0.012,0.008,28.0,28.0,28.0,189.0,1.2
mu[314],1.09,0.058,0.987,1.2,0.007,0.005,68.0,68.0,69.0,302.0,1.08
mu[315],1.067,0.059,0.957,1.181,0.006,0.004,94.0,94.0,95.0,301.0,1.07
mu[316],1.034,0.054,0.926,1.132,0.004,0.003,198.0,198.0,198.0,318.0,1.04
mu[317],1.024,0.053,0.928,1.123,0.008,0.005,48.0,47.0,48.0,155.0,1.14
mu[318],1.057,0.063,0.946,1.179,0.009,0.006,50.0,50.0,51.0,173.0,1.12
mu[319],1.114,0.055,1.008,1.217,0.003,0.002,286.0,286.0,287.0,645.0,1.03
mu[320],1.088,0.057,0.983,1.198,0.006,0.005,82.0,78.0,82.0,245.0,1.08
mu[321],1.059,0.058,0.948,1.168,0.005,0.004,114.0,114.0,115.0,299.0,1.07
mu[322],1.044,0.056,0.939,1.149,0.005,0.004,123.0,121.0,131.0,502.0,1.07
mu[323],1.046,0.058,0.94,1.158,0.004,0.003,204.0,203.0,206.0,561.0,1.03
mu[324],1.062,0.057,0.961,1.165,0.005,0.004,127.0,127.0,129.0,434.0,1.06
mu[325],1.138,0.052,1.046,1.237,0.006,0.005,66.0,66.0,65.0,334.0,1.08
mu[326],1.17,0.064,1.051,1.29,0.005,0.003,193.0,193.0,194.0,274.0,1.04
mu[327],1.04,0.065,0.92,1.162,0.01,0.007,41.0,41.0,41.0,76.0,1.13
mu[328],1.144,0.061,1.034,1.26,0.01,0.007,38.0,37.0,40.0,91.0,1.15
mu[329],1.037,0.056,0.931,1.14,0.007,0.005,72.0,72.0,72.0,118.0,1.08
mu[330],1.163,0.061,1.051,1.283,0.005,0.003,179.0,179.0,177.0,412.0,1.05
mu[331],1.049,0.059,0.941,1.161,0.004,0.003,170.0,170.0,170.0,506.0,1.05
mu[332],1.021,0.056,0.918,1.128,0.005,0.004,110.0,110.0,111.0,231.0,1.07
mu[333],1.037,0.054,0.934,1.138,0.005,0.003,126.0,124.0,127.0,333.0,1.05
mu[334],1.313,0.064,1.194,1.436,0.006,0.004,117.0,116.0,115.0,254.0,1.07
mu[335],1.045,0.062,0.931,1.154,0.012,0.009,26.0,26.0,27.0,121.0,1.22
mu[336],1.175,0.062,1.063,1.295,0.005,0.004,149.0,147.0,152.0,259.0,1.05
mu[337],1.049,0.062,0.925,1.163,0.009,0.006,47.0,47.0,48.0,81.0,1.12
mu[338],1.033,0.063,0.911,1.15,0.009,0.007,45.0,45.0,46.0,101.0,1.13
mu[339],1.031,0.06,0.917,1.137,0.004,0.003,267.0,267.0,264.0,620.0,1.03
mu[340],1.042,0.055,0.944,1.146,0.007,0.005,70.0,68.0,72.0,112.0,1.09
mu[341],1.041,0.056,0.941,1.151,0.003,0.002,271.0,271.0,272.0,464.0,1.04
mu[342],1.064,0.061,0.952,1.182,0.009,0.006,48.0,48.0,48.0,126.0,1.12
mu[343],1.05,0.06,0.937,1.163,0.007,0.005,79.0,79.0,83.0,118.0,1.09
mu[344],1.045,0.058,0.938,1.158,0.005,0.004,125.0,122.0,130.0,464.0,1.06
mu[345],1.125,0.061,1.015,1.246,0.005,0.003,166.0,165.0,166.0,352.0,1.03
mu[346],1.071,0.058,0.967,1.179,0.008,0.006,52.0,52.0,51.0,285.0,1.11
mu[347],1.104,0.057,0.989,1.205,0.005,0.004,118.0,118.0,120.0,289.0,1.07
mu[348],1.244,0.067,1.108,1.367,0.005,0.004,175.0,175.0,176.0,196.0,1.03
mu[349],1.06,0.053,0.955,1.162,0.004,0.003,172.0,172.0,172.0,329.0,1.05
mu[350],1.041,0.057,0.93,1.147,0.006,0.004,87.0,86.0,88.0,762.0,1.07
mu[351],1.04,0.058,0.93,1.144,0.008,0.006,53.0,53.0,54.0,333.0,1.11
mu[352],1.034,0.054,0.932,1.133,0.004,0.003,147.0,147.0,149.0,519.0,1.04
mu[353],1.144,0.057,1.036,1.251,0.006,0.004,94.0,90.0,92.0,483.0,1.09
mu[354],1.042,0.061,0.933,1.153,0.005,0.003,172.0,170.0,174.0,267.0,1.04
