Areaname,STCOU,PST045200F,PST045200D,PST045200N1,PST045200N2,PST045201F,PST045201D,PST045201N1,PST045201N2,PST045202F,PST045202D,PST045202N1,PST045202N2,PST045203F,PST045203D,PST045203N1,PST045203N2,PST045204F,PST045204D,PST045204N1,PST045204N2,PST045205F,PST045205D,PST045205N1,PST045205N2,PST045206F,PST045206D,PST045206N1,PST045206N2,PST045207F,PST045207D,PST045207N1,PST045207N2,PST045208F,PST045208D,PST045208N1,PST045208N2,PST045209F,PST045209D,PST045209N1,PST045209N2
"Green, KY",21087,0,11549,0000,0000,0,11600,0000,0000,0,11589,0000,0000,0,11609,0000,0000,0,11467,0000,0000,0,11473,0000,0000,0,11530,0000,0000,0,11518,0000,0000,0,11533,0000,0000,0,11510,0000,0000
"Greenup, KY",21089,0,36832,0000,0000,0,36896,0000,0000,0,36780,0000,0000,0,36929,0000,0000,0,36916,0000,0000,0,36946,0000,0000,0,37342,0000,0000,0,37508,0000,0000,0,37771,0000,0000,0,38020,0000,0000
"Hancock, KY",21091,0,8422,0000,0000,0,8437,0000,0000,0,8440,0000,0000,0,8440,0000,0000,0,8414,0000,0000,0,8540,0000,0000,0,8585,0000,0000,0,8591,0000,0000,0,8652,0000,0000,0,8635,0000,0000
"Hardin, KY",21093,0,94295,0000,0000,0,94729,0000,0000,0,95071,0000,0000,0,95349,0000,0000,0,95582,0000,0000,0,96842,0000,0000,0,97092,0000,0000,0,98064,0000,0000,0,98795,0000,0000,0,99770,0000,0000
"Harlan, KY",21095,0,32999,0000,0000,0,32413,0000,0000,0,32326,0000,0000,0,31807,0000,0000,0,31275,0000,0000,0,31076,0000,0000,0,31063,0000,0000,0,31075,0000,0000,0,30825,0000,0000,0,30956,0000,0000
"Harrison, KY",21097,0,18025,0000,0000,0,18012,0000,0000,0,17992,0000,0000,0,18122,0000,0000,0,18156,0000,0000,0,18208,0000,0000,0,18352,0000,0000,0,18585,0000,0000,0,18717,0000,0000,0,18794,0000,0000
"Hart, KY",21099,0,17532,0000,0000,0,17307,0000,0000,0,17604,0000,0000,0,17780,0000,0000,0,17876,0000,0000,0,18108,0000,0000,0,18194,0000,0000,0,18289,0000,0000,0,18451,0000,0000,0,18396,0000,0000
"Henderson, KY",21101,0,44816,0000,0000,0,44787,0000,0000,0,44940,0000,0000,0,44958,0000,0000,0,45035,0000,0000,0,45107,0000,0000,0,45141,0000,0000,0,45162,0000,0000,0,45466,0000,0000,0,45496,0000,0000
"Henry, KY",21103,0,15097,0000,0000,0,15219,0000,0000,0,15253,0000,0000,0,15436,0000,0000,0,15546,0000,0000,0,15621,0000,0000,0,15772,0000,0000,0,15824,0000,0000,0,15934,0000,0000,0,16060,0000,0000
"Hickman, KY",21105,0,5248,0000,0000,0,5234,0000,0000,0,5216,0000,0000,0,5163,0000,0000,0,5063,0000,0000,0,5019,0000,0000,0,4953,0000,0000,0,4901,0000,0000,0,4893,0000,0000,0,4851,0000,0000
"Hopkins, KY",21107,0,46457,0000,0000,0,46076,0000,0000,0,46222,0000,0000,0,46402,0000,0000,0,46407,0000,0000,0,46190,0000,0000,0,46192,0000,0000,0,46257,0000,0000,0,46364,0000,0000,0,46167,0000,0000
"Jackson, KY",21109,0,13511,0000,0000,0,13597,0000,0000,0,13523,0000,0000,0,13448,0000,0000,0,13396,0000,0000,0,13493,0000,0000,0,13456,0000,0000,0,13419,0000,0000,0,13385,0000,0000,0,13243,0000,0000
"Jefferson, KY",21111,0,694067,0000,0000,0,695246,0000,0000,0,696233,0000,0000,0,698411,0000,0000,0,699639,0000,0000,0,701057,0000,0000,0,704755,0000,0000,0,711766,0000,0000,0,717414,0000,0000,0,721594,0000,0000
"Jessamine, KY",21113,0,39206,0000,0000,0,39763,0000,0000,0,40649,0000,0000,0,41335,0000,0000,0,42068,0000,0000,0,43147,0000,0000,0,44590,0000,0000,0,45559,0000,0000,0,46868,0000,0000,0,47589,0000,0000
"Johnson, KY",21115,0,23341,0000,0000,0,23350,0000,0000,0,23360,0000,0000,0,23410,0000,0000,0,23579,0000,0000,0,23751,0000,0000,0,23872,0000,0000,0,23902,0000,0000,0,23831,0000,0000,0,23827,0000,0000
"Kenton, KY",21117,0,151683,0000,0000,0,151972,0000,0000,0,151720,0000,0000,0,152382,0000,0000,0,152873,0000,0000,0,153420,0000,0000,0,155178,0000,0000,0,156855,0000,0000,0,157813,0000,0000,0,158729,0000,0000
"Knott, KY",21119,0,17613,0000,0000,0,17499,0000,0000,0,17613,0000,0000,0,17502,0000,0000,0,17361,0000,0000,0,17429,0000,0000,0,17232,0000,0000,0,17092,0000,0000,0,17104,0000,0000,0,17126,0000,0000
"Knox, KY",21121,0,31846,0000,0000,0,31596,0000,0000,0,31545,0000,0000,0,31699,0000,0000,0,31778,0000,0000,0,32054,0000,0000,0,32171,0000,0000,0,32283,0000,0000,0,32414,0000,0000,0,32710,0000,0000
"Larue, KY",21123,0,13399,0000,0000,0,13380,0000,0000,0,13420,0000,0000,0,13272,0000,0000,0,13371,0000,0000,0,13482,0000,0000,0,13561,0000,0000,0,13578,0000,0000,0,13613,0000,0000,0,13663,0000,0000
"Laurel, KY",21125,0,52918,0000,0000,0,53532,0000,0000,0,54297,0000,0000,0,55096,0000,0000,0,55455,0000,0000,0,56007,0000,0000,0,56697,0000,0000,0,57278,0000,0000,0,57385,0000,0000,0,57749,0000,0000
"Lawrence, KY",21127,0,15587,0000,0000,0,15666,0000,0000,0,15794,0000,0000,0,15783,0000,0000,0,15960,0000,0000,0,16120,0000,0000,0,16203,0000,0000,0,16328,0000,0000,0,16467,0000,0000,0,16573,0000,0000
"Lee, KY",21129,0,7919,0000,0000,0,7853,0000,0000,0,7841,0000,0000,0,7869,0000,0000,0,7699,0000,0000,0,7513,0000,0000,0,7482,0000,0000,0,7429,0000,0000,0,7371,0000,0000,0,7339,0000,0000
"Leslie, KY",21131,0,12370,0000,0000,0,12200,0000,0000,0,12188,0000,0000,0,12048,0000,0000,0,11874,0000,0000,0,11866,0000,0000,0,11723,0000,0000,0,11703,0000,0000,0,11577,0000,0000,0,11503,0000,0000
"Letcher, KY",21133,0,25217,0000,0000,0,24791,0000,0000,0,24762,0000,0000,0,24672,0000,0000,0,24418,0000,0000,0,24177,0000,0000,0,24053,0000,0000,0,23951,0000,0000,0,23759,0000,0000,0,23633,0000,0000
"Lewis, KY",21135,0,14124,0000,0000,0,13984,0000,0000,0,13701,0000,0000,0,13656,0000,0000,0,13753,0000,0000,0,13761,0000,0000,0,13889,0000,0000,0,13951,0000,0000,0,13849,0000,0000,0,13752,0000,0000
"Lincoln, KY",21137,0,23464,0000,0000,0,23796,0000,0000,0,23970,0000,0000,0,24253,0000,0000,0,24491,0000,0000,0,24932,0000,0000,0,25090,0000,0000,0,25169,0000,0000,0,25016,0000,0000,0,25172,0000,0000
"Livingston, KY",21139,0,9814,0000,0000,0,9809,0000,0000,0,9764,0000,0000,0,9682,0000,0000,0,9620,0000,0000,0,9689,0000,0000,0,9639,0000,0000,0,9573,0000,0000,0,9548,0000,0000,0,9598,0000,0000
"Logan, KY",21141,0,26601,0000,0000,0,26610,0000,0000,0,26660,0000,0000,0,26607,0000,0000,0,26745,0000,0000,0,26863,0000,0000,0,26946,0000,0000,0,27140,0000,0000,0,27077,0000,0000,0,27174,0000,0000
"Lyon, KY",21143,0,8107,0000,0000,0,8142,0000,0000,0,8131,0000,0000,0,8160,0000,0000,0,8230,0000,0000,0,8286,0000,0000,0,8383,0000,0000,0,8336,0000,0000,0,8331,0000,0000,0,8291,0000,0000
"McCracken, KY",21145,0,65440,0000,0000,0,64849,0000,0000,0,64616,0000,0000,0,64421,0000,0000,0,64260,0000,0000,0,64404,0000,0000,0,64658,0000,0000,0,64964,0000,0000,0,65388,0000,0000,0,65880,0000,0000
"McCreary, KY",21147,0,17066,0000,0000,0,16989,0000,0000,0,17057,0000,0000,0,16980,0000,0000,0,18293,0000,0000,0,18814,0000,0000,0,18824,0000,0000,0,17779,0000,0000,0,17784,0000,0000,0,17795,0000,0000
"McLean, KY",21149,0,9977,0000,0000,0,9847,0000,0000,0,9936,0000,0000,0,9836,0000,0000,0,9824,0000,0000,0,9789,0000,0000,0,9679,0000,0000,0,9702,0000,0000,0,9672,0000,0000,0,9607,0000,0000
"Madison, KY",21151,0,71308,0000,0000,0,72649,0000,0000,0,73802,0000,0000,0,75204,0000,0000,0,76966,0000,0000,0,79122,0000,0000,0,80738,0000,0000,0,81275,0000,0000,0,82277,0000,0000,0,83258,0000,0000
"Magoffin, KY",21153,0,13317,0000,0000,0,13172,0000,0000,0,13237,0000,0000,0,13208,0000,0000,0,13196,0000,0000,0,13175,0000,0000,0,13110,0000,0000,0,13158,0000,0000,0,13051,0000,0000,0,13166,0000,0000
"Marion, KY",21155,0,18208,0000,0000,0,18337,0000,0000,0,18441,0000,0000,0,18547,0000,0000,0,18883,0000,0000,0,19029,0000,0000,0,19140,0000,0000,0,19195,0000,0000,0,19373,0000,0000,0,19486,0000,0000
"Marshall, KY",21157,0,30121,0000,0000,0,30126,0000,0000,0,30211,0000,0000,0,30399,0000,0000,0,30550,0000,0000,0,30705,0000,0000,0,31007,0000,0000,0,31239,0000,0000,0,31226,0000,0000,0,31200,0000,0000
"Martin, KY",21159,0,12560,0000,0000,0,12414,0000,0000,0,12379,0000,0000,0,12279,0000,0000,0,13147,0000,0000,0,13560,0000,0000,0,13393,0000,0000,0,13259,0000,0000,0,13217,0000,0000,0,13070,0000,0000
"Mason, KY",21161,0,16786,0000,0000,0,16798,0000,0000,0,16809,0000,0000,0,16694,0000,0000,0,16760,0000,0000,0,16868,0000,0000,0,17073,0000,0000,0,17185,0000,0000,0,17365,0000,0000,0,17378,0000,0000
"Meade, KY",21163,0,26523,0000,0000,0,26789,0000,0000,0,27190,0000,0000,0,27320,0000,0000,0,27822,0000,0000,0,27908,0000,0000,0,27520,0000,0000,0,27207,0000,0000,0,27013,0000,0000,0,26501,0000,0000
"Menifee, KY",21165,0,6595,0000,0000,0,6689,0000,0000,0,6734,0000,0000,0,6683,0000,0000,0,6727,0000,0000,0,6731,0000,0000,0,6741,0000,0000,0,6677,0000,0000,0,6693,0000,0000,0,6593,0000,0000
"Mercer, KY",21167,0,20826,0000,0000,0,20852,0000,0000,0,21036,0000,0000,0,21258,0000,0000,0,21396,0000,0000,0,21567,0000,0000,0,21580,0000,0000,0,21754,0000,0000,0,21850,0000,0000,0,21920,0000,0000
"Metcalfe, KY",21169,0,10020,0000,0000,0,10087,0000,0000,0,9968,0000,0000,0,9963,0000,0000,0,9998,0000,0000,0,10077,0000,0000,0,10104,0000,0000,0,10163,0000,0000,0,10169,0000,0000,0,10063,0000,0000
"Monroe, KY",21171,0,11739,0000,0000,0,11791,0000,0000,0,11728,0000,0000,0,11710,0000,0000,0,11635,0000,0000,0,11772,0000,0000,0,11745,0000,0000,0,11651,0000,0000,0,11512,0000,0000,0,11569,0000,0000
"Montgomery, KY",21173,0,22663,0000,0000,0,22814,0000,0000,0,23159,0000,0000,0,23429,0000,0000,0,23677,0000,0000,0,24202,0000,0000,0,24730,0000,0000,0,25183,0000,0000,0,25515,0000,0000,0,25835,0000,0000
"Morgan, KY",21175,0,13967,0000,0000,0,14061,0000,0000,0,14187,0000,0000,0,14230,0000,0000,0,14357,0000,0000,0,14264,0000,0000,0,14236,0000,0000,0,14261,0000,0000,0,14165,0000,0000,0,14092,0000,0000
"Muhlenberg, KY",21177,0,31796,0000,0000,0,31755,0000,0000,0,31598,0000,0000,0,31505,0000,0000,0,31523,0000,0000,0,31458,0000,0000,0,31429,0000,0000,0,31450,0000,0000,0,31279,0000,0000,0,31274,0000,0000
"Nelson, KY",21179,0,37677,0000,0000,0,38201,0000,0000,0,38813,0000,0000,0,39478,0000,0000,0,40175,0000,0000,0,40859,0000,0000,0,41766,0000,0000,0,42434,0000,0000,0,43101,0000,0000,0,43550,0000,0000
"Nicholas, KY",21181,0,6784,0000,0000,0,6845,0000,0000,0,6949,0000,0000,0,6973,0000,0000,0,7007,0000,0000,0,6968,0000,0000,0,6950,0000,0000,0,6919,0000,0000,0,6894,0000,0000,0,6874,0000,0000
"Ohio, KY",21183,0,22918,0000,0000,0,22991,0000,0000,0,23074,0000,0000,0,23014,0000,0000,0,23273,0000,0000,0,23382,0000,0000,0,23396,0000,0000,0,23497,0000,0000,0,23679,0000,0000,0,23534,0000,0000
"Oldham, KY",21185,0,46981,0000,0000,0,47851,0000,0000,0,48979,0000,0000,0,50823,0000,0000,0,52150,0000,0000,0,53357,0000,0000,0,55187,0000,0000,0,56605,0000,0000,0,57725,0000,0000,0,58095,0000,0000
"Owen, KY",21187,0,10574,0000,0000,0,10661,0000,0000,0,10868,0000,0000,0,10895,0000,0000,0,11107,0000,0000,0,11160,0000,0000,0,11194,0000,0000,0,11351,0000,0000,0,11390,0000,0000,0,11380,0000,0000
"Owsley, KY",21189,0,4863,0000,0000,0,4802,0000,0000,0,4742,0000,0000,0,4712,0000,0000,0,4776,0000,0000,0,4714,0000,0000,0,4644,0000,0000,0,4611,0000,0000,0,4652,0000,0000,0,4619,0000,0000
"Pendleton, KY",21191,0,14488,0000,0000,0,14613,0000,0000,0,14721,0000,0000,0,14848,0000,0000,0,14849,0000,0000,0,14929,0000,0000,0,15026,0000,0000,0,14988,0000,0000,0,14926,0000,0000,0,14887,0000,0000
"Perry, KY",21193,0,29287,0000,0000,0,29197,0000,0000,0,29319,0000,0000,0,29327,0000,0000,0,29245,0000,0000,0,29111,0000,0000,0,29139,0000,0000,0,29149,0000,0000,0,29140,0000,0000,0,29136,0000,0000
"Pike, KY",21195,0,68490,0000,0000,0,67611,0000,0000,0,67449,0000,0000,0,66831,0000,0000,0,66063,0000,0000,0,65704,0000,0000,0,65637,0000,0000,0,65521,0000,0000,0,65314,0000,0000,0,65446,0000,0000
"Powell, KY",21197,0,13280,0000,0000,0,13339,0000,0000,0,13272,0000,0000,0,13274,0000,0000,0,13457,0000,0000,0,13619,0000,0000,0,13537,0000,0000,0,13634,0000,0000,0,13587,0000,0000,0,13566,0000,0000
"Pulaski, KY",21199,0,56336,0000,0000,0,56655,0000,0000,0,57108,0000,0000,0,57576,0000,0000,0,58284,0000,0000,0,58834,0000,0000,0,59431,0000,0000,0,59946,0000,0000,0,60623,0000,0000,0,60853,0000,0000
"Robertson, KY",21201,0,2264,0000,0000,0,2244,0000,0000,0,2277,0000,0000,0,2286,0000,0000,0,2272,0000,0000,0,2219,0000,0000,0,2273,0000,0000,0,2205,0000,0000,0,2234,0000,0000,0,2237,0000,0000
"Rockcastle, KY",21203,0,16636,0000,0000,0,16522,0000,0000,0,16559,0000,0000,0,16538,0000,0000,0,16541,0000,0000,0,16550,0000,0000,0,16536,0000,0000,0,16571,0000,0000,0,16637,0000,0000,0,16504,0000,0000
"Rowan, KY",21205,0,22070,0000,0000,0,22285,0000,0000,0,22263,0000,0000,0,22225,0000,0000,0,22022,0000,0000,0,22148,0000,0000,0,22429,0000,0000,0,22599,0000,0000,0,22696,0000,0000,0,22872,0000,0000
"Russell, KY",21207,0,16328,0000,0000,0,16366,0000,0000,0,16409,0000,0000,0,16496,0000,0000,0,16740,0000,0000,0,16865,0000,0000,0,17045,0000,0000,0,17072,0000,0000,0,17278,0000,0000,0,17377,0000,0000
"Scott, KY",21209,0,33407,0000,0000,0,34492,0000,0000,0,35499,0000,0000,0,36534,0000,0000,0,37810,0000,0000,0,39318,0000,0000,0,41511,0000,0000,0,43035,0000,0000,0,44663,0000,0000,0,45841,0000,0000
"Shelby, KY",21211,0,33548,0000,0000,0,34066,0000,0000,0,34812,0000,0000,0,35829,0000,0000,0,36882,0000,0000,0,38017,0000,0000,0,39523,0000,0000,0,40615,0000,0000,0,41376,0000,0000,0,42078,0000,0000
"Simpson, KY",21213,0,16413,0000,0000,0,16582,0000,0000,0,16595,0000,0000,0,16634,0000,0000,0,16744,0000,0000,0,16897,0000,0000,0,16997,0000,0000,0,17055,0000,0000,0,17037,0000,0000,0,17019,0000,0000
"Spencer, KY",21215,0,11995,0000,0000,0,12698,0000,0000,0,13415,0000,0000,0,14145,0000,0000,0,14673,0000,0000,0,15313,0000,0000,0,16100,0000,0000,0,16909,0000,0000,0,17478,0000,0000,0,17737,0000,0000
"Taylor, KY",21217,0,22917,0000,0000,0,22961,0000,0000,0,23373,0000,0000,0,23409,0000,0000,0,23554,0000,0000,0,23767,0000,0000,0,23980,0000,0000,0,24093,0000,0000,0,24253,0000,0000,0,24420,0000,0000
"Todd, KY",21219,0,11943,0000,0000,0,12015,0000,0000,0,11946,0000,0000,0,11860,0000,0000,0,11773,0000,0000,0,11850,0000,0000,0,11950,0000,0000,0,12007,0000,0000,0,12157,0000,0000,0,12253,0000,0000
"Trigg, KY",21221,0,12633,0000,0000,0,12683,0000,0000,0,12689,0000,0000,0,12724,0000,0000,0,13017,0000,0000,0,13088,0000,0000,0,13131,0000,0000,0,13329,0000,0000,0,13315,0000,0000,0,13290,0000,0000
"Trimble, KY",21223,0,8175,0000,0000,0,8413,0000,0000,0,8549,0000,0000,0,8641,0000,0000,0,8847,0000,0000,0,8807,0000,0000,0,8893,0000,0000,0,8966,0000,0000,0,9026,0000,0000,0,8958,0000,0000
"Union, KY",21225,0,15601,0000,0000,0,15566,0000,0000,0,15596,0000,0000,0,15542,0000,0000,0,15610,0000,0000,0,15419,0000,0000,0,15293,0000,0000,0,15042,0000,0000,0,15047,0000,0000,0,14990,0000,0000
"Warren, KY",21227,0,92822,0000,0000,0,93771,0000,0000,0,94777,0000,0000,0,96487,0000,0000,0,97872,0000,0000,0,100057,0000,0000,0,102668,0000,0000,0,104485,0000,0000,0,106591,0000,0000,0,108669,0000,0000
"Washington, KY",21229,0,10915,0000,0000,0,10980,0000,0000,0,11115,0000,0000,0,11175,0000,0000,0,11198,0000,0000,0,11258,0000,0000,0,11360,0000,0000,0,11524,0000,0000,0,11424,0000,0000,0,11257,0000,0000
"Wayne, KY",21231,0,19985,0000,0000,0,19961,0000,0000,0,20069,0000,0000,0,20315,0000,0000,0,20417,0000,0000,0,20435,0000,0000,0,20449,0000,0000,0,20577,0000,0000,0,20668,0000,0000,0,20748,0000,0000
"Webster, KY",21233,0,14113,0000,0000,0,13964,0000,0000,0,14002,0000,0000,0,13924,0000,0000,0,13980,0000,0000,0,14009,0000,0000,0,13879,0000,0000,0,13884,0000,0000,0,13666,0000,0000,0,13706,0000,0000
"Whitley, KY",21235,0,35970,0000,0000,0,36444,0000,0000,0,36669,0000,0000,0,36975,0000,0000,0,37321,0000,0000,0,37688,0000,0000,0,37860,0000,0000,0,38282,0000,0000,0,38643,0000,0000,0,38813,0000,0000
"Wolfe, KY",21237,0,7095,0000,0000,0,6912,0000,0000,0,6937,0000,0000,0,6945,0000,0000,0,6945,0000,0000,0,7039,0000,0000,0,7071,0000,0000,0,7123,0000,0000,0,7066,0000,0000,0,7099,0000,0000
"Woodford, KY",21239,0,23267,0000,0000,0,23349,0000,0000,0,23451,0000,0000,0,23610,0000,0000,0,23775,0000,0000,0,24030,0000,0000,0,24253,0000,0000,0,24367,0000,0000,0,24772,0000,0000,0,24986,0000,0000
LOUISIANA,22000,0,4468979,0000,0000,0,4460816,0000,0000,0,4466068,0000,0000,0,4474726,0000,0000,0,4489327,0000,0000,0,4497691,0000,0000,0,4240327,0000,0000,0,4376122,0000,0000,0,4451513,0000,0000,0,4492076,0000,0000
"Acadia, LA",22001,0,58817,0000,0000,0,58729,0000,0000,0,58799,0000,0000,0,58740,0000,0000,0,58620,0000,0000,0,58750,0000,0000,0,59585,0000,0000,0,59715,0000,0000,0,59936,0000,0000,0,60095,0000,0000
"Allen, LA",22003,0,25410,0000,0000,0,25397,0000,0000,0,25113,0000,0000,0,25186,0000,0000,0,25190,0000,0000,0,24864,0000,0000,0,25562,0000,0000,0,25845,0000,0000,0,25735,0000,0000,0,25636,0000,0000
"Ascension, LA",22005,0,77335,0000,0000,0,79168,0000,0000,0,81278,0000,0000,0,83760,0000,0000,0,86085,0000,0000,0,89382,0000,0000,0,95986,0000,0000,0,99702,0000,0000,0,102461,0000,0000,0,104822,0000,0000
"Assumption, LA",22007,0,23378,0000,0000,0,23176,0000,0000,0,23117,0000,0000,0,23081,0000,0000,0,23062,0000,0000,0,22864,0000,0000,0,23073,0000,0000,0,23093,0000,0000,0,23026,0000,0000,0,22874,0000,0000
"Avoyelles, LA",22009,0,41480,0000,0000,0,41345,0000,0000,0,41366,0000,0000,0,41607,0000,0000,0,41478,0000,0000,0,41313,0000,0000,0,42384,0000,0000,0,42197,0000,0000,0,42517,0000,0000,0,42511,0000,0000
"Beauregard, LA",22011,0,33025,0000,0000,0,33061,0000,0000,0,33078,0000,0000,0,33313,0000,0000,0,33705,0000,0000,0,34225,0000,0000,0,34624,0000,0000,0,34775,0000,0000,0,35099,0000,0000,0,35419,0000,0000
"Bienville, LA",22013,0,15728,0000,0000,0,15440,0000,0000,0,15342,0000,0000,0,15161,0000,0000,0,15123,0000,0000,0,14979,0000,0000,0,14922,0000,0000,0,14880,0000,0000,0,14731,0000,0000,0,14729,0000,0000
"Bossier, LA",22015,0,98601,0000,0000,0,99610,0000,0000,0,100734,0000,0000,0,101803,0000,0000,0,103515,0000,0000,0,105152,0000,0000,0,107741,0000,0000,0,108931,0000,0000,0,110292,0000,0000,0,111492,0000,0000
"Caddo, LA",22017,0,252013,0000,0000,0,250864,0000,0000,0,249820,0000,0000,0,249387,0000,0000,0,250038,0000,0000,0,250339,0000,0000,0,253344,0000,0000,0,252414,0000,0000,0,252614,0000,0000,0,253623,0000,0000
"Calcasieu, LA",22019,0,183514,0000,0000,0,182975,0000,0000,0,182842,0000,0000,0,183589,0000,0000,0,184079,0000,0000,0,184399,0000,0000,0,182944,0000,0000,0,184318,0000,0000,0,185872,0000,0000,0,187554,0000,0000
"Caldwell, LA",22021,0,10579,0000,0000,0,10478,0000,0000,0,10503,0000,0000,0,10448,0000,0000,0,10500,0000,0000,0,10382,0000,0000,0,10376,0000,0000,0,10379,0000,0000,0,10424,0000,0000,0,10439,0000,0000
"Cameron, LA",22023,0,9949,0000,0000,0,9834,0000,0000,0,9736,0000,0000,0,9688,0000,0000,0,9636,0000,0000,0,9576,0000,0000,0,7457,0000,0000,0,7228,0000,0000,0,7100,0000,0000,0,6584,0000,0000
"Catahoula, LA",22025,0,10903,0000,0000,0,10793,0000,0000,0,10659,0000,0000,0,10556,0000,0000,0,10455,0000,0000,0,10252,0000,0000,0,10402,0000,0000,0,10452,0000,0000,0,10553,0000,0000,0,10460,0000,0000
"Claiborne, LA",22027,0,16779,0000,0000,0,16606,0000,0000,0,16482,0000,0000,0,16425,0000,0000,0,16130,0000,0000,0,16291,0000,0000,0,16435,0000,0000,0,16431,0000,0000,0,16281,0000,0000,0,16118,0000,0000
"Concordia, LA",22029,0,20212,0000,0000,0,19931,0000,0000,0,19735,0000,0000,0,19477,0000,0000,0,19188,0000,0000,0,18913,0000,0000,0,19144,0000,0000,0,18924,0000,0000,0,18924,0000,0000,0,18989,0000,0000
"De Soto, LA",22031,0,25513,0000,0000,0,25452,0000,0000,0,25586,0000,0000,0,25635,0000,0000,0,25904,0000,0000,0,25953,0000,0000,0,26081,0000,0000,0,26317,0000,0000,0,26483,0000,0000,0,26401,0000,0000
"East Baton Rouge, LA",22033,0,412919,0000,0000,0,411408,0000,0000,0,410438,0000,0000,0,411473,0000,0000,0,412772,0000,0000,0,411859,0000,0000,0,430886,0000,0000,0,430700,0000,0000,0,431024,0000,0000,0,434633,0000,0000
"East Carroll, LA",22035,0,9402,0000,0000,0,9183,0000,0000,0,8977,0000,0000,0,8833,0000,0000,0,8692,0000,0000,0,8494,0000,0000,0,8323,0000,0000,0,8260,0000,0000,0,8140,0000,0000,0,8102,0000,0000
"East Feliciana, LA",22037,0,21365,0000,0000,0,21197,0000,0000,0,21025,0000,0000,0,20909,0000,0000,0,20680,0000,0000,0,20524,0000,0000,0,21002,0000,0000,0,20902,0000,0000,0,20958,0000,0000,0,20970,0000,0000
"Evangeline, LA",22039,0,35399,0000,0000,0,35288,0000,0000,0,35165,0000,0000,0,34897,0000,0000,0,34923,0000,0000,0,35189,0000,0000,0,35641,0000,0000,0,35834,0000,0000,0,35455,0000,0000,0,35330,0000,0000
"Franklin, LA",22041,0,21245,0000,0000,0,20956,0000,0000,0,20726,0000,0000,0,20615,0000,0000,0,20472,0000,0000,0,20135,0000,0000,0,20059,0000,0000,0,20028,0000,0000,0,19949,0000,0000,0,19807,0000,0000
"Grant, LA",22043,0,18687,0000,0000,0,18642,0000,0000,0,18670,0000,0000,0,18739,0000,0000,0,18984,0000,0000,0,19282,0000,0000,0,19731,0000,0000,0,19774,0000,0000,0,19974,0000,0000,0,20164,0000,0000
"Iberia, LA",22045,0,73234,0000,0000,0,73277,0000,0000,0,73345,0000,0000,0,73390,0000,0000,0,73399,0000,0000,0,73599,0000,0000,0,74481,0000,0000,0,74810,0000,0000,0,75020,0000,0000,0,75101,0000,0000
"Iberville, LA",22047,0,33315,0000,0000,0,33228,0000,0000,0,33031,0000,0000,0,32734,0000,0000,0,32332,0000,0000,0,32180,0000,0000,0,32885,0000,0000,0,32915,0000,0000,0,32899,0000,0000,0,32505,0000,0000
"Jackson, LA",22049,0,15381,0000,0000,0,15369,0000,0000,0,15207,0000,0000,0,15187,0000,0000,0,15147,0000,0000,0,15053,0000,0000,0,15209,0000,0000,0,15075,0000,0000,0,15156,0000,0000,0,15063,0000,0000
"Jefferson, LA",22051,0,454738,0000,0000,0,452088,0000,0000,0,451453,0000,0000,0,451533,0000,0000,0,452678,0000,0000,0,451652,0000,0000,0,420683,0000,0000,0,440339,0000,0000,0,444655,0000,0000,0,443342,0000,0000
"Jefferson Davis, LA",22053,0,31398,0000,0000,0,31098,0000,0000,0,30946,0000,0000,0,30871,0000,0000,0,30820,0000,0000,0,30896,0000,0000,0,31177,0000,0000,0,31037,0000,0000,0,31100,0000,0000,0,31097,0000,0000
"Lafayette, LA",22055,0,190453,0000,0000,0,190825,0000,0000,0,192775,0000,0000,0,193915,0000,0000,0,195621,0000,0000,0,197342,0000,0000,0,203659,0000,0000,0,205203,0000,0000,0,207659,0000,0000,0,210954,0000,0000
"Lafourche, LA",22057,0,89974,0000,0000,0,90054,0000,0000,0,90666,0000,0000,0,91236,0000,0000,0,91624,0000,0000,0,91362,0000,0000,0,92780,0000,0000,0,92881,0000,0000,0,93556,0000,0000,0,93682,0000,0000
"La Salle, LA",22059,0,14264,0000,0000,0,14119,0000,0000,0,14187,0000,0000,0,14094,0000,0000,0,14023,0000,0000,0,13887,0000,0000,0,14008,0000,0000,0,13993,0000,0000,0,14012,0000,0000,0,13964,0000,0000
"Lincoln, LA",22061,0,42510,0000,0000,0,42189,0000,0000,0,41993,0000,0000,0,42357,0000,0000,0,42733,0000,0000,0,42655,0000,0000,0,42556,0000,0000,0,42695,0000,0000,0,42813,0000,0000,0,43286,0000,0000
"Livingston, LA",22063,0,92531,0000,0000,0,95203,0000,0000,0,98305,0000,0000,0,101066,0000,0000,0,104631,0000,0000,0,107415,0000,0000,0,113529,0000,0000,0,117028,0000,0000,0,121080,0000,0000,0,123326,0000,0000
"Madison, LA",22065,0,13707,0000,0000,0,13394,0000,0000,0,13027,0000,0000,0,12617,0000,0000,0,12255,0000,0000,0,12086,0000,0000,0,11942,0000,0000,0,11796,0000,0000,0,11739,0000,0000,0,11385,0000,0000
"Morehouse, LA",22067,0,30962,0000,0000,0,30631,0000,0000,0,30362,0000,0000,0,30263,0000,0000,0,29946,0000,0000,0,29418,0000,0000,0,29152,0000,0000,0,28588,0000,0000,0,28425,0000,0000,0,28223,0000,0000
